id,name,coordinates,zip_code,industry_type,general_industry
hcP_AcvXbcBg0l9ZOKud5Q,Baltimore Cleaning Pro,"39.322080, -76.573020",21213,"""Home Cleaning""",Professional Services
6z3Uw5rVDYdPyPn1DUSM1g,3 of A Kind,"39.284250, -76.569650",21224,"""Sports Bars"", ""Pool Halls"", ""Music Venues""",Food & Dining
4aVCfbyIBWolik9PWbIggQ,Rock Carter Photography,"39.284540, -76.559540",21224,"""Boudoir Photography"", ""Session Photography""",Professional Services
zY93djhktOOWk20hPubG6w,Ring Dragon Boxing & Martial Arts,"39.332632, -76.568430",21214,"""Martial Arts"", ""Boxing"", ""Self-defense Classes""",Fitness & Sports
g9KcT99NAgp3ctuMpb7Scw,High Grounds Cafe,"39.286367, -76.571397",21224,"""Coffee Roasteries""",Food & Dining
rOQPRWhOn4KMjhxOuoxEng,The Joint Chiropractic,"39.275709, -76.562760",21224,"""Chiropractors""",Health & Wellness
1Z_jQKnkGqxN6qObt7EcQA,Artis Cakes and Creations,"39.300579, -76.578835",21205,"""Custom Cakes"", ""Cupcakes"", ""Desserts""",Food & Dining
cO2gEtdCUgSmJR-XY_rUUg,Knotty Pine,"39.283463, -76.566612",21224,"""Bars"", ""American""",Food & Dining
2YliosmzPeaErC8D7I457w,Sydney's Ice Creams,"39.323260, -76.571920",21213,"""Ice Cream & Frozen Yogurt"", ""Desserts""",Food & Dining
LwyYUwvYceGB8RscybqxRA,Tatted By Ro,"39.283821, -76.550110",21224,"""Tattoo""",Personal Care
rMrTzM9EET0wszOng1eINA,Chelles kitchen,"39.323320, -76.571850",21213,"""Fast Food"", ""Sandwiches"", ""Wraps""",Food & Dining
CIpvQOZg-6XH80ehO9Q-xQ,Cherry’s Beauty Supply Store,"39.286472, -76.564063",21224,"""Cosmetics & Beauty Supply"", ""Hair Extensions"", ""Wigs""",Retail & Shopping
cvyTJ4SXRYahHOhdpDbe1g,Chrimsons Rose Salon,"39.323214, -76.571938",21213,"""Nail Technicians""",Personal Care
cw7BEgkx_eQH_wR5OiHpaA,LXR CATERING,"39.312943, -76.583611",21213,"""Caterers""",Professional Services
TiWaF6kq83B8zF-_Ir-3dg,Air Electric Plumbing Services,"39.317360, -76.563959",21213,"""Heating & Air Conditioning/HVAC"", ""Plumbing"", ""Electricians""",Construction & Home Improvement
ws1O6x1C5PxCgzrENJZSlA,Allasys,"39.277002, -76.565028",21224,"""IT Services & Computer Repair"", ""Business Consulting""",Professional Services
k3blitWu7uFqLCMywYOpZw,Mr. Clean Green Junk Removal,"39.283821, -76.550110",21224,"""Junk Removal & Hauling""",Construction & Home Improvement
bxRp8iK1ZbcS0mptCwCyXw,OpenDoors360,"39.283821, -76.550110",21224,"""Real Estate Photography""",Professional Services
iFi8ck9jUqqq_axLlCoCKw,KZJ Towing,"39.312943, -76.583611",21213,"""Towing""",Automotive Services
hf0-bQHH3CFFKmQ_vcPK5Q,SandH Restoration and carpet cleaning,"39.308730, -76.589750",21213,"""Air Duct Cleaning"", ""Carpet Cleaning"", ""Damage Restoration""",Professional Services
jbD6rcSgJRtzl7JitDJWIg,Rachel Ann Reid,"39.283821, -76.550110",21224,"""Graphic Design"", ""Marketing""",Professional Services
oy4Me4TeZtzFw9xAN18B5Q,YRN Designs Photography,"39.292920, -76.562390",21224,"""Real Estate Photography"", ""Event Photography"", ""Session Photography""",Professional Services
xhhkA86V4iiVOh8Mcp6dCA,So Fresh And So Real Carpet Cleaning,"39.283821, -76.550110",21224,"""Carpet Cleaning"", ""Grout Services"", ""Tiling""",Professional Services
zem1uD2FalpMyCBgJcdAkQ,Self Health,"39.286488, -76.565677",21224,"""Cannabis Clinics"", ""Vitamins & Supplements""",Other
f6zKYLBBqrFlkYw3PoXxKw,Rosario Accounting Firm,"39.286563, -76.562798",21224,"""Accountants"", ""Tax Services"", ""Payroll Services""",Professional Services
P2EyWGvJtaYRBgrVRK3xwA,Rivas Molina Cleaning,"39.283821, -76.550110",21224,"""Home Cleaning"", ""Office Cleaning"", ""Window Washing""",Professional Services
K2ScUvobl-u6HDINht30tQ,Spills On Wheels,"39.280853, -76.557472",21224,"""Bartenders""",Food & Dining
O5cbnk8wm53bxhEOdNFvfQ,Epic Media Photography,"39.283821, -76.550110",21224,"""Session Photography"", ""Event Photography"", ""Videographers""",Professional Services
gTuDSpuILOpwq9HCdE-OZg,Balto Iscreen Repair,"39.316067, -76.580048",21213,"""Mobile Phone Repair""",Technology & IT
As_uJ3DXLGabB7slxuniDw,Cox Holdings,"39.312943, -76.583611",21213,"""Property Management""",Professional Services
tI4VLk6J46-Hse7J2WZAYQ,Femmi Hair Salon,"39.302299, -76.564466",21205,"""Hair Extensions"", ""Hair Stylists""",Personal Care
kteJgQqCjqoV58Iw-780lg,Kujitia Designs,"39.256584, -76.522385",21224,"""Jewelry"", ""Pop-up Shops""",Retail & Shopping
bwPh5IRfBL_TT0wP4aYuvg,Thelma Jean's Southern Style Cooking,"39.372620, -76.594760",21239,"""American"", ""Soul Food"", ""Seafood""",Food & Dining
XkP6NxzdfxdIxGI0rB9lTg,Chef BobbyD Restaurant,"39.337410, -76.637520",21211,"""Caribbean""",Food & Dining
cAHZau7NZIjVRBhOOkPTcg,Nailah's kitchen,"39.360400, -76.610180",21212,"""Senegalese"", ""Breakfast & Brunch"", ""American""",Food & Dining
GMkU0C_6Rs7FsHle7cMmwQ,Freakinsweetjars,"39.362780, -76.552007",21214,"""Bakeries"", ""Desserts""",Food & Dining
kxCLEwbdECmyKTfIUACGFA,Crabs Down Under,"39.341790, -76.526739",21206,"""Seafood""",Food & Dining
sOHYrJm_HvS05vwJ6YisVA,Niecys Fabulous Juice Bar,"39.338840, -76.551090",21206,"""Juice Bars & Smoothies"", ""Cafes"", ""Acai Bowls""",Food & Dining
xbj0OokN_kQG6gOfs47Omw,Design-A-Tee Company,"39.341891, -76.545632",21206,"""Screen Printing/T-Shirt Printing""",Other
SAMZk0YCshpQ5hHKno61Lg,Noir Restaurant & Lounge,"39.359760, -76.610400",21212,"""New American"", ""Lounges""",Food & Dining
LCUAiTUXEbt0Sb4fMtbU4Q,C'est Trice Spa,"39.355935, -76.529084",21206,"""Nail Technicians"", ""Waxing"", ""Eyebrow Services""",Health & Wellness
ankiAnWFJRd7-ZLL2tr7qA,Celestial Cafe,"39.342725, -76.544676",21206,"""American"", ""Southern"", ""Soul Food""",Food & Dining
leJYoAl6_28Qqmf-YfklJg,Colin's Seafood and Grill,"39.367548, -76.584204",21239,"""Cajun/Creole"", ""Seafood"", ""Steakhouses""",Food & Dining
sGj6gCAj0McGYhBUyNrlYA,Mi & Yu Noodle Bar,"39.335901, -76.630084",21211,"""Asian Fusion"", ""Noodles"", ""Ramen""",Food & Dining
mI8ZvNkH8Fm5RifDC4fDsg,The Brunch Gods,"39.362800, -76.552010",21214,"""Food Delivery Services"", ""Caterers""",Professional Services
GQw2vg3kFv6zNl8bKX_QuA,Harford Road Liquors,"39.342545, -76.569016",21214,"""Beer, Wine & Spirits"", ""Tobacco Shops""",Retail & Shopping
k2YJWKhdfHWKhrOrkQS4iA,Art with Arijanaye,"39.341935, -76.546654",21206,"""Paint & Sip"", ""Art Classes"", ""Party & Event Planning""",Education & Training
hTQ3C2AztxJ1ogsrGJxDqA,BK Visuals,"39.335911, -76.539268",21206,"""Home Cleaning"", ""Lawn Services"", ""Carpet Cleaning""",Professional Services
XslPqV02YBI7yP9wVzB2ow,A S Dunn Event Services,"39.281818, -76.541261",21224,"""Photo Booth Rentals""",Entertainment & Recreation
W-7puZv5tU63uXeCnM8TUg,Foodgitive,"39.332062, -76.527299",21206,"""Food Trucks"", ""Burgers"", ""Fast Food""",Food & Dining
RM2i-4PP3l22Wtc_yNHPHg,Hey Daddy's,"39.348903, -76.537691",21223,"""American""",Food & Dining
P7OI1G8JVK3Zsw0KwBdyXw,Shekinah Glory,"39.340910, -76.547350",21206,"""African""",Food & Dining
8jC_53FxmRtyAH2AHCgjUQ,Magic Cleaning Services ,"39.281818, -76.541261",21224,"""Home Cleaning"", ""Carpet Cleaning"", ""Office Cleaning""",Professional Services
1TzWmMhnvm_4G7d3RBjoWQ,Hip Hop Fish & Chicken,"39.345744, -76.593516",21239,"""Fast Food"", ""Seafood"", ""Chicken Wings""",Food & Dining
32GmZFJJT5zrgLdo27fiVg,MB Lawn Care and Curb Appeal,"39.351771, -76.564460",21214,"""Lawn Services"", ""Junk Removal & Hauling"", ""Pressure Washers""",Construction & Home Improvement
pmOzmAN1pHm8xjJB3Sf2_w,Hamilton Sports Bar & Grill,"39.352640, -76.561630",21224,"""Sports Bars"", ""American""",Food & Dining
bcmjlMEAIuVy3nw4FWWaTw,3 Sons Cleaning Crew Services,"39.351771, -76.564460",21214,"""Office Cleaning"", ""Movers"", ""Home Cleaning""",Construction & Home Improvement
_fb3Rg_gQV0E95Mxj0d9Fg,Free Queen See Crystal Shop,"39.249169, -76.637383",21230,"""Spiritual Shop"", ""Jewelry"", ""Gemstones & Minerals""",Retail & Shopping
3WLU-5NBsvhPYARwwp-UHw,One Sweet Moment,"39.352940, -76.562190",21214,"""Ice Cream & Frozen Yogurt"", ""Shaved Ice""",Food & Dining
dmJc-HBmGHMY8nMe6hJ2BA,SpotOn Cleaning Services,"39.351771, -76.564460",21214,"""Home Cleaning"", ""Office Cleaning""",Professional Services
hcPKlkeUldEkqK5UAYlZPg,Tasha Flowers - Your Personal Florist,"39.364000, -76.609750",21212,"""Florists"", ""Floral Designers""",Retail & Shopping
2VBOlZaYjadcrPsUtCZWLA,Aaduri Healing Arts,"39.343364, -76.568319",21214,"""Massage Therapy"", ""Reiki"", ""Skin Care""",Health & Wellness
b_0eMUi7G-vzdTP1pj64HA,Smittys Handyman and Hauling,"39.281818, -76.541261",21224,"""Lawn Services"", ""Junk Removal & Hauling"", ""Handyman""",Construction & Home Improvement
Np1Ft9znqiTeTYGms1y1Ww,Blossoms Events And Catering,"39.232293, -76.609094",21225,"""Party & Event Planning"", ""Vegan"", ""Cooking Classes""",Food & Dining
9EGyIpLoI1LhjpBemTiqCQ,Blaze Culinary,"39.225912, -76.615271",21225,"""Caterers"", ""Personal Chefs"", ""Bartenders""",Food & Dining
BZ5KkTWUerxC0fjrlxeaNQ,Urbanly Stitched,"39.249001, -76.637481",21230,"""Women's Clothing"", ""Wigs"", ""Men's Clothing""",Retail & Shopping
YHAbEdgatfwOUtEzZu8-6Q,Juicie Da drip bundles,"39.368313, -76.615058",21212,"""Hair Extensions"", ""Eyelash Service""",Personal Care
AXx7BYLtTCxp7C_4eSljug,Cliff Carpet Cleaning,"39.345960, -76.566810",21214,"""Carpet Cleaning"", ""Auto Detailing"", ""Window Washing""",Professional Services
TEJYK3tl-yKdwGNCHPnz-w,ABC Rental Center,"39.272490, -76.539560",21224,"""Party Equipment Rentals"", ""Machine & Tool Rental""",Entertainment & Recreation
rGPt4n8EGcCdi5aq2J7GrA,Clear View Restoration,"39.373905, -76.669566",21209,"""Handyman"", ""Environmental Abatement"", ""Damage Restoration""",Construction & Home Improvement
2V55rpEJsCOaZmvlR4XkLw,Mike Gee's Insurance Group,"39.325188, -76.550170",21206,"""Life Insurance""",Finance & Insurance
SHlzejJJ4DPIhOAJqKWT-A,Nail Fetish Boutique,"39.351620, -76.533750",21206,"""Nail Salons""",Personal Care
5e4Z5fpyXc47cH3Ni0RBng,Jal Brakes On The Go,"39.339306, -76.536741",21206,"""DIY Auto Shop""",Automotive Services
Y9CrW7JLcwzAGiM6s-Z8Iw,New Mercy Cleaning,"39.339306, -76.536741",21206,"""Home Cleaning"", ""Office Cleaning""",Professional Services
3f6w0zqPciOX6mq14VlI1g,ChizeManor Boutique,"39.248988, -76.637481",21229,"""Women's Clothing"", ""Children's Clothing"", ""Accessories""",Retail & Shopping
nfl9eEo16Eh2xJ501eeHtA,Fit Prep Meals,"39.358165, -76.610105",21212,"""Food Delivery Services""",Food & Dining
Xm1HZCz6d7FvpL657sAGNA,Nile Style Barber Shop,"39.363144, -76.552460",21214,"""Barbers""",Food & Dining
dpr8VQ3hRK5BP9E-A3oFfw,Choc Liit Experience,"39.340840, -76.548290",21206,"""Massage Therapy""",Personal Care
VXV2hDfJ_l5rbyC65toOow,True Digital Hand,"39.361633, -76.587463",21239,"""Web Design"", ""Marketing"", ""Videographers""",Professional Services
LMTJ5eJ9bQSJDYvFYoNUWQ,Lashed By Li,"39.339306, -76.536741",21206,"""Eyelash Service""",Health & Wellness
aqZbPNTWuRYM5LKy2OwTUA,Vinson Technical Solutions,"39.347530, -76.507780",21206,"""IT Services & Computer Repair"", ""Security Systems"", ""Home Automation""",Construction & Home Improvement
pO3UobLCNRzxI-zGbINY5w,Silent Ventures,"39.343310, -76.568100",21214,"""Couriers & Delivery Services""",Professional Services
L1ZEKOY6DJ4bkIvXOPeJvw,Double L Entertainment,"39.335911, -76.539268",21206,"""DJs""",Professional Services
0lssA_zzGb04LA2Er5jg2A,Clean As A Whistle,"39.334663, -76.539101",21206,"""Home Cleaning""",Professional Services
eJQ8xunMJ2E2r9dLbcWFIA,AM Cutz,"39.233724, -76.613811",21225,"""Barbers""",Food & Dining
DenBuM60t-Dw885GN2D5sQ,Donna R Snyder Virtual Event Consultant,"39.337605, -76.546692",21206,"""Business Consulting"", ""Marketing""",Professional Services
GiPftz8RC9HEgIelj5grMQ,Lane’s Moving And Hauling,"39.334663, -76.539101",21206,"""Junk Removal & Hauling"", ""Furniture Assembly"", ""Movers""",Construction & Home Improvement
BrxK1MITkfNW_RCVCPeSsg,All Star Clean,"39.334663, -76.539101",21206,"""Office Cleaning"", ""Home Cleaning"", ""Biohazard Cleanup""",Professional Services
3NFh51ZjsKFtE0dRSVHaOg,SSI Investigative Services,"39.337605, -76.546692",21206,"""Private Investigation"", ""Security Services""",Professional Services
EZANmdV2PzSlZRIjPSizSw,DB&T Entertainment,"39.337610, -76.546690",21206,"""Photo Booth Rentals""",Entertainment & Recreation
Yb-oxZnte_IXa3dU-5Wveg,The Soul Of Memphis,"39.249160, -76.637388",21230,"""Soul Food"", ""Steakhouses""",Food & Dining
SXr4vTOxExBJy-zzTeX1CA,Coleman's Creations,"39.334663, -76.539101",21206,"""Party & Event Planning"", ""Party Supplies"", ""Party Equipment Rentals""",Entertainment & Recreation
fp2Qmd1LUwx1pj3po4OXFA,Lynn Jones Company,"39.264788, -76.546116",21224,"""Laboratory Testing""",Professional Services
ZAWxJyUjVhDJrPh0LmaDkw,Aion Navor Wilson,"39.339306, -76.536741",21206,"""Psychologists""",Health & Wellness
29L_HpBC31u6o-j2gN2Ttw,The Joint Chiropractic,"39.335936, -76.630664",21211,"""Chiropractors""",Health & Wellness
yy62iX4Hx_zj0dvcnTUSHQ,After Hours,"39.334663, -76.539101",21206,"""Notaries""",Professional Services
DZjWzFq9uASM7Njl8Io8ug,Bethany J. Photography,"39.356483, -76.634377",21210,"""Session Photography""",Professional Services
08g0ZJJ4ytMg-cqYnbWAjQ,RS Hauling,"39.351771, -76.564460",21214,"""Junk Removal & Hauling""",Construction & Home Improvement
EenHdC-EGUXULKOdaptlyg,Git Tech,"39.339306, -76.536741",21206,"""IT Services & Computer Repair"", ""Security Systems"", ""Home Theatre Installation""",Construction & Home Improvement
Px2-E14V3GQdD8pVHBfDaQ,B More Home Improvement And Landscaping,"39.339306, -76.536741",21206,"""Handyman"", ""Landscaping"", ""General Contractors""",Construction & Home Improvement
WSNO-cbF_QZFx-OqAuTIaQ,Vice Notary Solutions,"39.339306, -76.536741",21206,"""Notaries""",Professional Services
kdF8w6_5SUcmwRL18Zsz-Q,HAIRBYDASH,"39.322266, -76.547752",21206,"""Hair Stylists""",Personal Care
8pgCDh34aB1erF-xcnUwfg,Flair Cuisine,"39.362780, -76.552007",21214,"""Caterers""",Professional Services
HBevkLF90P-M8yGBRZmApQ,Volt Tech,"39.337605, -76.546692",21206,"""Lighting Fixtures & Equipment"", ""Electricians"", ""Home Automation""",Construction & Home Improvement
LBrXGUB2oZbuKRCAn27Scw,key2cleaning,"39.339306, -76.536741",21206,"""Home Cleaning""",Professional Services
8VM-YQPIdE80PtTW1rm5_g,G.O.D. Improvements,"39.339306, -76.536741",21206,"""General Contractors"", ""Electricians"", ""Foundation Repair""",Construction & Home Improvement
LWrIJUfFx0b-fnJtrlYgng,A Step Ahead Fitness,"39.351771, -76.564460",21214,"""Cardio Classes"", ""Soccer"", ""Yoga""",Fitness & Sports
Ny4s0Rutw9dE7jEG_snYwg,LuluBs Closet,"39.344939, -76.541391",21206,"""Thrift Stores""",Retail & Shopping
D5RgEI9jiT1uVW0gOuzndg,Simply Modest & Co Family Daycare,"39.361330, -76.580610",21239,"""Child Care & Day Care""",Education & Training
XL3HNIBQMdDErBfLk8lTVg,The UPS Store,"39.335952, -76.629940",21211,"""Printing Services"", ""Mailbox Centers"", ""Shipping Centers""",Professional Services
RUnwQWndQUisEGBz3x6FOQ,I Gotta Guy,"39.339306, -76.536741",21206,"""Handyman"", ""Waterproofing"", ""Painters""",Construction & Home Improvement
87HrXNj3ivmNaxiC-Insxw,ACG Math Tutoring,"39.352184, -76.561569",21214,"""Private Tutors"", ""Test Preparation""",Education & Training
yeAIJN9Ot7I3ps_DVv7hmQ,KeepitCute Creations by KMW,"39.344650, -76.609910",21212,"""Hair Salons"", ""Nail Salons""",Personal Care
jqs1vKCSj649VUjyHYYC8A,Solo M,"39.296157, -76.506692",21224,"""Accessories"", ""Men's Clothing"", ""Women's Clothing""",Retail & Shopping
5mDSK9xXfv9uT3aG7Jg7Tg,Mercy Behavioral Health center,"39.356600, -76.610050",21212,"""Counseling & Mental Health"", ""Behavior Analysts""",Health & Wellness
RKtSKUdA8M6n-znMmi-yJg,The Perfect Move,"39.339306, -76.536741",21206,"""Movers"", ""Junk Removal & Hauling"", ""Furniture Assembly""",Construction & Home Improvement
a9EzE_BotlPamd7UvRY05w,Cidehustle,"39.351771, -76.564460",21214,"""Hair Extensions""",Personal Care
o-TKZ3_O30V8UC7IIWkK5g,Adam & Eve Hair Braiding,"39.355664, -76.609604",21212,"""Hair Extensions""",Personal Care
_lBb_5Y0ldmbmtoDZoEwSA,Krazy Kewt Wigs,"39.351771, -76.564460",21214,"""Wigs""",Retail & Shopping
PziDX7iNY3Z6EE04wF6OqA,Elegant Planning & Decor,"39.351771, -76.564460",21214,"""Wedding Planning"", ""Party & Event Planning"", ""Party Equipment Rentals""",Entertainment & Recreation
t3I5v4DoPV_FV8FcRcJBXw,Beardiful Oils,"39.248987, -76.637466",21230,"""Cosmetics & Beauty Supply""",Retail & Shopping
JJxbXMSFDUsPHv5WSK_eFA,Blxck Crxwn,"39.359170, -76.555373",21214,"""Barbers"", ""Skin Care""",Food & Dining
8V1L5kpKssbVOhseqY7IJQ,Anthony Ware Magic,"39.352184, -76.561569",21214,"""Magicians""",Entertainment & Recreation
C_gWEWX_k1KEpZY5QXNSmw,Baltimore Magician Anthony Ware,"39.352873, -76.553723",21215,"""Magicians"", ""Face Painting"", ""DJs""",Professional Services
LVQEqRQ-wkAixCBA0TZ7Pw,Big Pressure Hydrowash,"39.366520, -76.587295",21239,"""Pressure Washers"", ""Snow Removal""",Construction & Home Improvement
xbWf71SXsnkBsY2r1u7w1w,Klean World,"39.366520, -76.587295",21239,"""Home Cleaning"", ""Home Organization"", ""Office Cleaning""",Professional Services
AgG4bVIVS_9lqyqgwSaAcw,Maryland Luxury Cleaning Services,"39.351771, -76.564460",21214,"""Home Cleaning"", ""Carpet Cleaning"", ""Office Cleaning""",Professional Services
xWY3WlaoCmr8XKlkE6DUpQ,Alovely Enterprises,"39.366520, -76.587295",21239,"""Business Consulting""",Professional Services
GvLs48COkyDhiKdITmiIiQ,Dream Motivators,"39.367344, -76.581723",21239,"""Business Consulting""",Professional Services
Ii_JgcQP967E5bhVqL1Jlw,Silent screams clothing ,"39.345670, -76.609930",21212,"""Men's Clothing"", ""Women's Clothing""",Retail & Shopping
OlwoRrImu6Ydn-3BMf5NTQ,I Give Quality Not Quantity Floor Cleaning Service,"39.355980, -76.515790",21206,"""Home Cleaning"", ""Office Cleaning"", ""Carpet Cleaning""",Professional Services
ZQF8BXzzu7i9kFMtjVWQSA,"Search, Like & Love","39.362126, -76.609409",21212,"""Life Coach""",Health & Wellness
yEhVa50i9jbAk-9px7IJYQ,Hart Mobile Notary Services,"39.364841, -76.610153",21212,"""Notaries""",Professional Services
klKYCQjPccF0h-Q8BT_4MA,S. Tisdale Notary,"39.366520, -76.587295",21239,"""Notaries""",Professional Services
MyTiYcjZyUtzLn3khVjJaA,Angelically Unique,"39.349671, -76.574695",21214,"""Jewelry"", ""Makeup Artists"", ""Massage Therapy""",Personal Care
Speiu6YcbMy_bEqxfXiBbQ,Ken Insurance Brokers,"39.236174, -76.602618",21225,"""Life Insurance""",Finance & Insurance
L9Aw0_3dG1iOo8piA1an-A,DC Towing And Junk Cars,"39.234350, -76.594860",21225,"""Towing"", ""Junk Removal & Hauling""",Automotive Services
jNzmOrVXKfJ30Cn0sOQDTQ,Glow By Fardi,"39.368313, -76.615058",21212,"""Hair Stylists""",Personal Care
kHHAFx1pqFKr_kCUI9kRig,Picasso cleaning service,"39.225912, -76.618556",21225,"""Office Cleaning""",Professional Services
Hc9TXyxliKyo6PBEpO8XtQ,KC Sparkling Cleaning Service,"39.368313, -76.615058",21212,"""Home Cleaning"", ""Office Cleaning""",Professional Services
iBmKjoaderhcO9hU4vLb4Q,Meyiwa Puppet Magic Show,"39.373905, -76.669566",21209,"""Magicians""",Entertainment & Recreation
gEyq_WFkH3Ag-aKkxOsT6g,Goods-4-Good,"39.364727, -76.668907",21209,"""Movers"", ""Junk Removal & Hauling"", ""Couriers & Delivery Services""",Construction & Home Improvement
XCBFdo8kF78C_bVWUixqew,Nova Nails,"39.377196, -76.608463",21212,"""Nail Salons""",Personal Care
65xv4cYmJpEhNaNU9-CB2g,Mpenzi Cuisine,"39.368313, -76.615058",21212,"""Caterers""",Professional Services
ncz474xiowA5m7rAEAgb6A,Ward’s Lawn Care,"39.368313, -76.615058",21212,"""Lawn Services""",Professional Services
_I2jR97wpNV4n62c1xVidQ,"Ashley Rogers, Realtor","39.383240, -76.658390",21209,"""Real Estate Agents""",Professional Services
K1dWRnunYaqTYPPe95qmMQ,Shanes Hair Studio,"39.374104, -76.670258",21209,"""Hair Stylists"", ""Blow Dry/Out Services""",Personal Care
QRr96jxqG2xodTWI4Z954w,VIP Unisex Barbershop,"39.339568, -76.666659",21215,"""Barbers""",Food & Dining
zcnD2vC63JSqCNN_ADVC4A,Tricks Detail and  Wash,"39.374104, -76.670258",21209,"""Auto Detailing"", ""Car Wash""",Automotive Services
IrUMfUiLbk5gG7zyKn1IwQ,TK Styles98,"39.366720, -76.676870",21209,"""Hair Stylists""",Personal Care
0jPnTopYNzJw1dTz8xxKcQ,Community Compassion Services Inc,"39.235310, -76.599670",21225,"""Community Service/Non-Profit""",Entertainment & Recreation
6zgyihbeLglS6WVB1IoapA,B & T Auto Repair,"39.243876, -76.621397",21225,"""Auto Repair""",Automotive Services
V9yxcIXI2g95gZvjmkhcQA,Relax at Home Bio Heal,"39.399940, -76.605370",21209,"""Alternative Medicine""",Health & Wellness
HepfJS44LIUS9bCWSkj8QQ,B H Steele Printing,"39.356483, -76.634377",21210,"""Graphic Design"", ""Printing Services""",Professional Services
KjcFUKCxww57YfMJb1VTYw,Detail Kings West,"39.348170, -76.693200",21215,"""Auto Detailing"", ""Car Wash""",Automotive Services
uYvr-clBDIml325E7-JGTA,Tylinos Caribbean and American Cuisine,"39.351460, -76.683500",21215,"""Caribbean"", ""New American""",Food & Dining
tCkE4isBS4XJo3Sxg5Ixhg,Goldies Seafood Carryout,"39.353856, -76.699361",21215,"""Delis"", ""Salad"", ""Seafood""",Food & Dining
fCKdzXk6OTveJ5HAV2vgTw,Home Sweet Home Cafe & Brunch,"39.345596, -76.699175",21215,"""Breakfast & Brunch""",Food & Dining
sDe-hjq319Lckl9r5lchqA,Soul & Sea Cafe,"39.343387, -76.683764",21215,"""Southern"", ""Seafood""",Food & Dining
ldjHbBLc_Pmrl2babgg0Jw,Thomas Mobile Services,"39.345490, -76.683658",21215,"""Taxis""",Travel & Hospitality
0uVx2kLlxmVEmdLU0xX7TQ,DJS Auto Body and Service,"39.349840, -76.679880",21215,"""Body Shops"", ""Auto Repair"", ""Towing""",Automotive Services
AajVVzGVnSsWGxiKUfA6kw,Drivers Edu. Driving School - City West,"39.346050, -76.687302",21215,"""Driving Schools""",Education & Training
jZeGGRqxNQ-xb4xfRkE3Ag,Baked In Baltimore,"39.359851, -76.709608",21215,"""Cupcakes"", ""Patisserie/Cake Shop"", ""Bakeries""",Food & Dining
2wu59mTBIBNyFrEnXfaVvA,Xtreme Snow,"39.341727, -76.681739",21215,"""Shaved Ice""",Other
rToeJrx1nkjTplR2SccTkQ,Untangled By Nikole Butler,"39.351155, -76.696310",21215,"""Hair Salons"", ""Permanent Makeup"", ""Eyebrow Services""",Personal Care
9O_EntiBOLjQgdR4P__uYA,Serenity Divine Care,"39.345490, -76.683658",21215,"""Counseling & Mental Health""",Health & Wellness
Xo6abAGMXpPhFpmBZKHrJA,Free Da Block Drain Cleaning Services,"39.345490, -76.683658",21215,"""Plumbing""",Construction & Home Improvement
5u8wtNS-aZZ27Prr5pDWqQ,Passion City,"39.346940, -76.683440",21215,"""Community Service/Non-Profit""",Entertainment & Recreation
xQ7ze6JKEQmE7Obntz1Xkw,Roberts Family Movers,"39.293494, -76.717860",21229,"""Movers"", ""Junk Removal & Hauling"", ""Packing Services""",Construction & Home Improvement
2REQJ54migifG_VpLf5jJA,Journie Nova Sweet,"39.345490, -76.683658",21215,"""Candy Stores""",Retail & Shopping
-GyaFHMA6Bdr_tEhtdZvBA,Keithrys Floworyx,"39.341560, -76.710009",21215,"""Caterers"", ""Cafes""",Food & Dining
Zj4DOTej0WLZfhDMzdsGDw,ABJ Cleaning And Landscaping,"39.345490, -76.683658",21215,"""Home Cleaning"", ""Landscaping""",Construction & Home Improvement
iAyKMN4yiKm4ekl1oT6f5g,Platinum Skin Esthetics,"39.345490, -76.683658",21215,"""Estheticians""",Personal Care
nJxvYLkXsCo0PwgqhWh78A,Math Aunty Tutoring and Consulting,"39.346940, -76.683440",21215,"""Private Tutors""",Education & Training
5BAb6aMOqCzfmUGpiKnsXQ,Sunset Customs Creations S.F.,"39.361360, -76.709610",21215,"""Chocolatiers & Shops"", ""Party & Event Planning""",Retail & Shopping
HtddFRD3QKxY3QgrcJAMow,Zen Chiropractic & Wellness Space,"39.360025, -76.697791",21215,"""Chiropractors"", ""Weight Loss Centers""",Health & Wellness
8k1LyIuezS9HluSACF1ywA,Beauty Me Down,"39.290218, -76.718242",21229,"""Waxing"", ""Skin Care"", ""Body Contouring""",Health & Wellness
7wZOWfK0EU7jJyyLaRzcVg,Bryans Remodeling Services,"39.345490, -76.683658",21215,"""General Contractors""",Other
F3OCYZaiG2fv6JCULlMDXg,Nu Life,"39.345490, -76.683658",21215,"""Home Cleaning""",Professional Services
9FEF5GTgCj3p33mdNU-RSw,Baltimore Win Foundation,"39.345490, -76.683658",21215,"""Educational Services"", ""Community Service/Non-Profit"", ""Career Counseling""",Professional Services
vznJAHzBnBEMD8G-BsxJrw,"Langston Hughes Community, Business & Resource Center","39.342583, -76.680248",21215,"""Community Service/Non-Profit"", ""Educational Services"", ""Venues & Event Spaces""",Entertainment & Recreation
jSsUjrHN0O0doJ32Kd3fAw,Edwards Staging & Consulting,"39.345490, -76.683658",21215,"""Home Staging""",Construction & Home Improvement
_gn_Lh0ZpZd3jwFEdMSu5A,Creative Chaos Studio,"39.345490, -76.683658",21215,"""Paint & Sip"", ""Team Building Activities"", ""Karaoke""",Entertainment & Recreation
